CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,SUPERFICIE,LAT,LONG,ANYO,Z_SAT,I_MUN,POBR,FD_1,FD_2,FD_3,FD_4,FD_5,CFD_1,CFD_2,CFD_3,CFD_4,CFD_5,CFD_6,CFD_7,CFD_8,CFD_9,CFD_10,CFD_11,CFD_12,POB_M,POB_H,POB_1,POB_2,POB_3,TESV,ESV,EMI,TEMI,EMP,TEMP,EMM,TEMM,EMG,TEMG,S_AG,S_BA,S_CO,S_HR,S_OR,
6,61,6106,Libertador General Bernardo O'Higgins,Cachapoal,Graneros,112.45,-34.0655,-70.7472,2014,0,"9,102,167,409",0.13,"6,617.29","10,728.24",22,1,682, -   ,"1,472.62",2.39,"12,783.43", -   , -   ,"3,186.92",297.09,287.99,7.63,12.46, -   ,16642,16640,7763,22655,2864,286,172,925,1533,232,3897,27,2511,7,3812,37,1791,198,204,769,
6,61,6107,Libertador General Bernardo O'Higgins,Cachapoal,Las_Cabras,751.28,-34.1646,-71.3327,2014,0,"11,249,698,405",0.28,"10,894.18","6,599.98","11,208.00", -   ,"3,198.00", -   ,"1,768.19",9.4,"25,443.32", -   , -   ,"3,886.03",379.58,365.4,7.7,40.54, -   ,12234,12534,5113,16745,2910,777,265,1103,967,230,2018,40,795,22,5627,0,294,69,0,25,
6,61,6108,Libertador General Bernardo O'Higgins,Cachapoal,Machali,2593.18,-34.3205,-70.3192,2014,0,"13,080,696,544",0.06,"16,002.32","17,690.66","10,017.00",1,"1,242.00", -   ,"3,087.78",9.7,"33,868.20", -   , -   ,"6,691.85",628.49,607.75,14.83,44.38, -   ,25331,25223,12524,34224,3806,182,270,1212,1051,304,2726,32,2468,9,6769,4,1040,191,0,391,
6,61,6109,Libertador General Bernardo O'Higgins,Cachapoal,Malloa,220.65,-34.4767,-70.8725,2014,0,"6,433,303,680",0.22,"3,318.39","10,233.27",394, -   ,"3,757.00", -   ,"1,161.61",2.08,"13,461.53", -   , -   ,"2,575.12",244.64,237.31,5.96,14.39, -   ,6817,6925,2758,9334,1650,441,110,591,448,122,2802,10,2243,5,329,0,438,202,0,215,
6,61,6110,Libertador General Bernardo O'Higgins,Cachapoal,Mostazal,525.72,-33.9557,-70.5691,2014,0,"17,789,110,029",0.08,"4,782.41","8,781.60","12,090.00",1,65, -   ,"1,309.66",10.09,"20,983.17", -   , -   ,"2,835.37",271.85,268.51,5.97,35.4, -   ,12696,12744,5653,17227,2560,826,132,760,714,197,2619,25,3087,21,12048,4,1146,158,0,309,
6,61,6111,Libertador General Bernardo O'Higgins,Cachapoal,Olivar,44.22,-34.2112,-70.8215,2014,0,"6,128,163,785",0.16,"3,061.01","3,939.06", -   , -   ,79, -   ,593.28,0.56,"4,966.01", -   , -   ,"1,279.45",118.07,114.8,3.08,3.82, -   ,6890,6953,3017,9534,1292,49,121,543,980,206,2040,29,1593,15,1851,,,,,,
6,61,6112,Libertador General Bernardo O'Higgins,Cachapoal,Peumo,155.15,-34.3291,-71.2223,2014,0,"5,702,872,677",0.1,"4,007.57","9,857.88","4,550.00",2,"1,124.00", -   ,"1,291.16",5.11,"14,874.87", -   , -   ,"2,814.34",269.89,259.41,6.1,20.56, -   ,7280,7329,3051,9878,1680,31,126,609,797,134,1719,14,1036,4,239,0,801,410,133,259,
6,61,6113,Libertador General Bernardo O'Higgins,Cachapoal,Pichidegua,319.47,-34.3712,-71.3393,2014,0,"8,695,829,992",0.24,"8,771.27","8,100.39","39,080.00", -   ,"7,110.00", -   ,"2,314.52",29.35,"54,393.19", -   , -   ,"5,183.51",518.17,510.28,7.43,105.2, -   ,9825,9998,3970,13402,2451,60,210,1088,1345,190,1258,18,1105,10,2072,19,1184,309,29,29,
6,61,6114,Libertador General Bernardo O'Higgins,Cachapoal,Quinta_Tilcoco,86.75,-34.3592,-70.9982,2014,0,"6,163,985,964",0.19,"3,343.25","8,097.96",91, -   ,"5,641.00", -   ,986.05,1.92,"13,506.35", -   , -   ,"2,228.28",218.35,212,5.04,15.24, -   ,6498,6545,2665,8893,1485,136,155,587,665,160,1431,10,605,1,865,,,,,,
6,61,6115,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,585.04,-34.4547,-70.7184,2014,0,"25,794,146,614",0.2,"13,505.07","25,446.86","72,770.00",1,"6,476.00", -   ,"6,287.97",53.03,"99,249.52", -   , -   ,"10,442.55",981.75,975.7,16.66,191.76, -   ,29793,29655,13102,40230,6116,128,381,1987,3917,523,7975,57,5891,21,2199,57,1047,1486,16,1523,
6,61,6116,Libertador General Bernardo O'Higgins,Cachapoal,Requinoa,677.18,-34.3347,-70.6592,2014,0,"10,338,448,151",0.13,"7,883.24","22,048.66","39,820.00",1,521, -   ,"3,461.56",28.4,"57,716.23", -   , -   ,"7,531.02",725.59,695.6,13.17,102.33, -   ,13821,13970,6258,19075,2458,338,223,924,1753,371,7036,44,2247,21,4598,11,341,167,0,396,
6,61,6117,Libertador General Bernardo O'Higgins,Cachapoal,San_Vicente,484.76,-34.4775,-71.1234,2014,0,"8,630,293,928",0.15,"15,187.54","17,155.60",44,1,"13,785.00", -   ,"2,776.58",6.59,"35,899.68", -   , -   ,"6,245.71",604.92,585.8,14.23,39.64, -   ,23582,23631,9662,31796,5755,918,606,2549,2057,489,5713,50,2536,3,631,162,1675,1949,80,328,
6,62,6201,Libertador General Bernardo O'Higgins,Cardenal Caro,Pichilemu,715.89,-34.384,-71.9107,2014,0,"11,926,173,663",0.15,"13,672.61","3,486.16",266,1,"1,366.00", -   ,"1,494.82",8.37,"13,406.89", -   , -   ,"3,251.87",305.97,295.95,7.55,20.36, -   ,8019,8127,3233,10981,1932,413,122,1144,776,136,1068,10,107,0,0,14,729,185,152,4005,
6,62,6202,Libertador General Bernardo O'Higgins,Cardenal Caro,La_Estrella,431.44,-34.2232,-71.6024,2014,0,"2,792,293,654",0.13,"1,829.59","3,365.79","10,793.00",1,"3,842.00", -   ,560.58,10.42,"17,582.54", -   , -   ,"1,348.37",132.89,154.46,2.29,39.83, -   ,1517,1573,556,2030,504,146,47,180,65,40,189,4,45,3,41,,,,,,
6,62,6203,Libertador General Bernardo O'Higgins,Cardenal Caro,Litueche,613.64,-34.107,-71.7336,2014,0,"4,402,989,077",0.18,"2,782.00","2,769.54",388, -   ,"3,321.00", -   ,658.72,27.44,"6,783.50", -   , -   ,"1,436.31",162.85,152.25,2.44,37.03, -   ,3139,3236,1214,4271,890,6,29,306,453,40,159,5,83,1,64,0,380,86,20,1492,
6,62,6204,Libertador General Bernardo O'Higgins,Cardenal Caro,Marchihue,657.65,-34.3728,-71.6717,2014,0,"4,749,396,029",0.16,"2,712.98","3,842.93","6,921.00", -   ,465, -   ,644.7,8.52,"11,562.55", -   , -   ,"1,407.46",145.64,141.58,2.89,28.58, -   ,3668,3709,1379,4904,1094,74,72,385,587,78,1469,8,209,0,0,17,276,35,46,447,
6,62,6205,Libertador General Bernardo O'Higgins,Cardenal Caro,Navidad,301.4,-34.0126,-71.8209,2014,0,"5,932,089,956",0.2,"3,045.99","3,163.33","1,103.00", -   ,105, -   ,552.37,1.5,"5,440.28", -   , -   ,"1,194.26",111.85,107.94,2.73,6.39, -   ,3169,3262,1102,4068,1261,31,41,221,409,29,313,3,44,0,0,2,25,25,0,38,
6,62,6206,Libertador General Bernardo O'Higgins,Cardenal Caro,Paredones,572.51,-34.6734,-71.9117,2014,0,"6,205,726,164",0.33,"3,648.81","7,527.49","2,381.00", -   ,300, -   ,"1,003.63",4.89,"10,259.18", -   , -   ,"2,170.98",202.92,196.69,4.92,14.1, -   ,3161,3255,1114,4204,1098,301,43,314,263,41,956,4,623,0,0,0,228,63,0,695,
6,63,6301,Libertador General Bernardo O'Higgins,Colchagua,San_Fernando,2321.18,-34.7436,-70.6028,2014,0,"10,328,503,323",0.17,"29,938.51","26,929.58","3,148.00",2,"3,787.00", -   ,"4,922.65",9.55,"46,173.48", -   , -   ,"10,670.78",993.09,962.5,25.03,48.02, -   ,37183,36620,16154,49834,7815,1879,728,3486,3430,816,12245,104,7865,35,7810,87,2244,2151,253,4920,
6,63,6302,Libertador General Bernardo O'Higgins,Colchagua,Chepica,477.33,-34.7921,-71.3606,2014,0,"7,345,385,320",0.25,"7,109.38","6,815.93",10,1,"18,288.00", -   ,"1,218.23",4.11,"27,389.71", -   , -   ,"2,983.25",301.89,292.38,6.13,28.6, -   ,7621,7701,2998,10326,1998,55,176,861,899,120,1492,14,764,1,2,16,431,508,0,402,
6,63,6303,Libertador General Bernardo O'Higgins,Colchagua,Chimbarongo,509.03,-34.7518,-70.9812,2014,0,"11,550,898,749",0.18,"22,001.36","34,213.37",486,2,"5,181.00", -   ,"4,782.37",7.5,"44,704.78", -   , -   ,"10,406.64",971.16,942.88,24.74,43.66, -   ,17884,18076,7577,24549,3834,1119,480,1890,1055,314,5371,43,4851,6,2083,2,630,1027,32,1178,
6,63,6304,Libertador General Bernardo O'Higgins,Colchagua,Lolol,596.92,-34.7681,-71.649,2014,0,"4,953,178,663",0.31,"3,640.93","4,782.77","38,817.00", -   ,274, -   ,"1,480.74",26.67,"42,008.12", -   , -   ,"3,248.05",327.88,328.94,3.71,90.59, -   ,3437,3486,1270,4570,1083,38,62,385,602,73,1198,4,134,1,26,0,340,408,1,1604,
6,63,6305,Libertador General Bernardo O'Higgins,Colchagua,Nancagua,151.21,-34.6676,-71.192,2014,0,"7,933,331,131",0.19,"6,678.99","8,473.72", -   ,1,"1,699.00", -   ,"1,289.08",2.21,"12,204.66", -   , -   ,"2,815.07",264.42,257.34,6.67,13.27, -   ,8988,8992,3788,12156,2036,265,185,877,1241,178,2722,20,1467,5,249,0,1292,186,0,4001,
6,63,6306,Libertador General Bernardo O'Higgins,Colchagua,Palmilla,235.79,-34.5284,-71.3531,2014,0,"8,468,823,938",0.23,"4,716.83","7,805.88", -   , -   ,"5,069.00", -   ,"1,078.55",3,"13,592.30", -   , -   ,"2,421.49",240.43,233.58,5.51,16.83, -   ,6259,6356,2471,8704,1440,417,167,737,612,125,2523,14,1009,5,792,,,,,,
6,63,6307,Libertador General Bernardo O'Higgins,Colchagua,Peralillo,283.03,-34.4661,-71.4969,2014,0,"6,141,576,026",0.21,"3,776.09","7,565.91",154, -   ,"2,948.00", -   ,985.65,2.91,"10,811.00", -   , -   ,"2,177.19",225.69,218.39,4.99,18.19, -   ,5560,5601,2174,7521,1466,65,155,648,751,113,1238,7,211,3,333,5,80,42,0,12,
6,63,6308,Libertador General Bernardo O'Higgins,Colchagua,Placilla,144.4,-34.6191,-71.0864,2014,0,"5,615,451,340",0.21,"3,607.68","7,614.31",289,1,678, -   ,957.5,0.9,"8,760.11", -   , -   ,"2,079.31",192.68,186.44,4.94,8.12, -   ,4398,4447,1779,5986,1080,400,95,438,589,136,3118,6,825,2,708,11,64,386,0,1261,
6,63,6309,Libertador General Bernardo O'Higgins,Colchagua,Pumanque,441.31,-34.5959,-71.692,2014,0,"2,749,654,124",0.23, -   , -   ,"4,903.00", -   ,"4,219.00", -   ,124,7,"8,453.00", -   , -   ,329,91,85, -   ,33, -   ,1734,1779,547,2351,615,179,65,156,92,14,38,2,99,0,0,,,,,,
6,63,6310,Libertador General Bernardo O'Higgins,Colchagua,Santa_Cruz,393.53,-34.6431,-71.4021,2014,0,"19,605,435,571",0.15,"15,735.55","25,095.28",134,2,"9,373.00", -   ,"3,497.72",5.27,"37,592.52", -   , -   ,"7,715.42",744.87,724.79,17.97,41.27, -   ,19140,19039,7857,25843,4479,239,490,2291,2966,532,7106,54,3398,18,1467,259,1614,1346,435,1353,
7,71,7101,Maule,Talca,Talca,232.05,-35.4278,-71.6024,2014,0,"96,758,431,461",0.16,"69,850.01","59,952.76",516,14,"1,451.00", -   ,"4,926.25",11.77,"104,715.53",1, -   ,"17,755.82","2,140.38","2,082.67",64.76,85.58, -   ,114890,110398,44654,157058,23576,14761,2435,9569,6695,2201,22235,254,14292,94,22354,572,16279,5420,1344,23982,
7,71,7102,Maule,Talca,Constitucion,1339.62,-35.3632,-72.2763,2014,0,"22,975,613,089",0.19,"30,454.70","38,582.63","1,715,944.00",2,"3,443.00", -   ,"46,228.53","1,147.63","1,619,186.27", -   , -   ,"98,674.82","10,161.33","9,334.80",25.49,"3,667.47", -   ,24776,24414,11323,33520,4347,1556,317,1710,1126,560,4349,84,4221,25,3386,102,3134,1924,435,537,
7,71,7103,Maule,Talca,Curepto,1070.81,-35.1296,-71.9537,2014,0,"6,431,330,532",0.4,"7,194.70","2,878.09","6,439.00",1,515, -   ,"1,490.62",7.68,"12,323.63", -   , -   ,"2,728.66",229.68,222.21,3.72,21.59, -   ,4880,4907,1658,6355,1774,18,51,356,78,44,149,2,184,1,373,15,98,45,55,15,
7,71,7104,Maule,Talca,Empedrado,565.5,-35.6134,-72.2847,2014,0,"4,227,852,802",0.17,"2,394.98","8,867.40",327, -   ,"1,962.00", -   ,"1,689.49",26.76,"8,204.08", -   , -   ,"3,079.54",264.68,251.55,4.16,31.13, -   ,2085,2120,910,2813,482,138,14,111,56,63,324,4,85,0,0,,,,,,
7,71,7105,Maule,Talca,Maule,243.05,-35.509,-71.7126,2014,0,"10,028,337,205",0.15,"17,130.32","12,583.72",739,1,"2,110.00", -   ,"4,013.10",3.99,"20,101.21", -   , -   ,"7,226.78",598.3,586.15,10.97,23.54, -   ,22500,21858,11276,30227,2855,796,265,1306,406,241,2374,32,1758,6,1193,,,,,,
7,71,7106,Maule,Talca,Pelarco,330.93,-35.3831,-71.3501,2014,0,"5,879,549,588",0.27,"4,245.20","7,094.09",404, -   ,"1,078.00", -   ,"1,534.82",1.76,"8,042.17", -   , -   ,"2,776.02",229.16,224,4.19,9.17, -   ,4259,4217,1716,5658,1102,372,127,401,87,65,571,3,42,1,72,,,,,,
7,71,7107,Maule,Talca,Pencahue,956.23,-35.3275,-71.8164,2014,0,"5,834,006,397",0.27,"6,133.68","1,205.14","37,845.00",1,"7,265.00", -   ,"2,051.22",82.49,"45,165.71", -   , -   ,"4,158.64",437.84,403.85,2.71,147.34, -   ,4211,4220,1589,5674,1168,343,83,388,110,73,1311,7,422,3,136,,,,,,
7,71,7108,Maule,Talca,Rio_Claro,434.71,-35.2599,-71.2704,2014,0,"6,363,710,688",0.23,"5,276.72","15,184.42","3,261.00",1,"1,500.00", -   ,"2,854.65",8.37,"16,321.27", -   , -   ,"5,171.15",424.47,413.34,7.55,22.33, -   ,6981,7035,2811,9579,1626,28,165,546,832,76,1045,7,496,1,172,,,,,,
7,71,7109,Maule,Talca,San_Clemente,4500.58,-35.712,-70.8485,2014,0,"21,750,064,438",0.24,"25,259.84","38,217.64","7,013.00",2,"6,850.00", -   ,"8,714.37",10.26,"50,143.56", -   , -   ,"15,845.69","1,295.87","1,255.36",23.43,53.93, -   ,21782,21466,9383,29106,4759,1812,439,1736,837,270,2873,14,1168,6,1910,74,3776,482,0,401,
7,71,7110,Maule,Talca,San_Rafael,261.97,-35.3024,-71.5012,2014,0,"5,165,922,988",0.2,"8,201.16","4,238.02","4,176.00", -   ,848, -   ,"1,761.63",3.83,"11,939.04", -   , -   ,"3,206.34",266.42,262.66,4.59,18.67, -   ,4618,4564,2033,6122,1027,101,95,385,503,46,165,7,507,3,136,,,,,,
7,72,7201,Maule,Cauquenes,Cauquenes,2126.16,-35.9712,-72.2808,2014,0,"19,904,401,353",0.31,"41,124.33","22,002.73","2,142.00",4,"3,657.00", -   ,"8,753.28",43.24,"41,707.11", -   , -   ,"15,775.48","1,298.10","1,257.78",23.3,71.77, -   ,22075,21101,8820,27933,6423,1951,403,2154,1121,324,2603,21,1068,2,873,170,4350,445,704,699,
7,72,7202,Maule,Cauquenes,Chanco,528.01,-35.6988,-72.4856,2014,0,"5,743,934,000",0.25,"8,810.16","9,917.01",428,1,"3,156.00", -   ,"2,667.64",22.26,"13,908.65", -   , -   ,"4,875.45",406.95,391.77,6.91,32.54, -   ,4711,4628,1889,6160,1290,3,58,329,110,54,630,2,10,0,0,31,575,140,153,135,
7,72,7203,Maule,Cauquenes,Pelluhue,369.56,-35.9115,-72.6081,2014,0,"8,156,439,629",0.2,"9,894.21","12,938.37","3,735.00", -   ,519, -   ,"3,167.34",9.53,"17,251.64", -   , -   ,"5,705.05",467.3,453.89,8.43,23.41, -   ,3759,3692,1543,4792,1116,5,52,432,604,53,231,4,100,2,47,,,,,,
7,73,7301,Maule,Curicó,Curico,1334.33,-35.1992,-70.8954,2014,0,"45,574,664,802",0.19,"52,936.50","41,816.10","93,492.00",9,305, -   ,"7,533.77",68.04,"155,694.82", -   , -   ,"20,961.26","2,050.58","1,956.82",44.22,249.09, -   ,76134,73441,31474,103598,14503,712,1718,7148,5888,1903,32236,263,18991,82,22086,473,15750,2378,816,1365,
7,73,7302,Maule,Curicó,Hualane,629.36,-34.9524,-71.7094,2014,0,"5,907,719,427",0.32,"3,006.81","2,569.32","15,592.00", -   ,"1,073.00", -   ,"1,051.34",13.37,"18,742.26", -   , -   ,"2,024.04",188.77,178.74,2.06,40.54, -   ,5057,5021,1917,6674,1487,39,124,550,598,96,473,7,190,0,0,22,394,140,103,40,
7,73,7303,Maule,Curicó,Licanten,273.01,-34.9738,-72.0613,2014,0,"5,858,069,172",0.23,"1,794.01","4,144.27",466,1,316, -   ,805.01,0.4,"4,222.58", -   , -   ,"1,454.07",117.77,114.54,2.19,4.71, -   ,3472,3438,1356,4647,907,252,64,430,109,62,451,3,86,0,0,39,612,59,80,69,
7,73,7304,Maule,Curicó,Molina,1516.82,-35.3529,-70.9103,2014,0,"13,585,524,218",0.26,"13,793.39","26,466.42",396,1,397, -   ,"5,439.28",6.7,"24,274.14", -   , -   ,"9,741.10",788.13,766.24,14.86,23.35, -   ,23203,22616,9498,31324,4997,1170,382,1774,1519,342,5549,31,2685,18,7582,100,1110,243,193,364,
7,73,7305,Maule,Curicó,Rauco,306.73,-34.9378,-71.4257,2014,0,"6,048,989,157",0.29,"2,448.36","6,240.92",230, -   ,571, -   ,"1,171.70",0.58,"5,859.48", -   , -   ,"2,109.18",172.94,167.22,3.21,5.96, -   ,5219,5139,2088,6996,1274,407,120,433,293,79,1316,7,1128,5,877,,,,,,
7,73,7306,Maule,Curicó,Romeral,1602.87,-35.0681,-70.712,2014,0,"7,286,242,950",0.25,"6,983.52","9,546.88","129,638.00",1,40, -   ,"5,101.42",84.11,"128,411.70", -   , -   ,"10,376.53",998.49,951.51,6.1,279.53, -   ,7512,7386,3084,10290,1524,616,230,847,510,265,5770,45,7321,31,12796,,,,,,
7,73,7307,Maule,Curicó,Sagrada_Familia,554.88,-35.1031,-71.4964,2014,0,"9,324,132,367",0.29,"11,588.70","22,041.87","1,806.00",1,"1,855.00", -   ,"4,681.42",25.26,"22,719.45", -   , -   ,"8,432.99",697,680.72,12.42,43.33, -   ,9428,9369,3711,13017,2069,632,175,798,571,212,6827,11,1180,8,851,,,,,,
7,73,7308,Maule,Curicó,Teno,618.52,-34.8879,-71.0217,2014,0,"11,610,874,267",0.29,"11,041.43","6,060.93",284,1,"2,106.00", -   ,"2,310.29",2.15,"12,306.03", -   , -   ,"4,176.98",344.55,334.25,6.31,12.8, -   ,14511,14457,5899,19925,3144,1030,398,1355,812,341,6749,19,2077,12,5251,88,1225,197,184,80,
7,73,7309,Maule,Curicó,Vichuquen,452,-34.8411,-72.0228,2014,0,"5,759,159,736",0.34,"2,120.56","3,088.31",7, -   ,"1,029.00", -   ,784.99,13.35,"3,756.94", -   , -   ,"1,432.78",123.68,116.84,1.92,14.37, -   ,2227,2235,842,2968,652,229,50,228,62,66,158,10,4,9,103,,,,,,
7,74,7401,Maule,Linares,Linares,1466.62,-35.9585,-71.3324,2014,0,"32,357,560,515",0.22,"53,217.97","74,250.86","10,831.00",4,"7,648.00", -   ,"17,401.80",21.56,"91,886.39", -   , -   ,"31,411.87","2,576.68","2,500.38",47.06,106.1, -   ,48620,46635,20349,64271,10635,2467,969,4372,4137,840,12737,99,7269,30,6713,407,8260,2189,1172,7015,
7,74,7402,Maule,Linares,Colbun,2926.88,-36.0769,-70.979,2014,0,"11,082,301,519",0.34,"12,266.94","20,391.46","774,537.00",1,"3,439.00", -   ,"22,857.77",470.19,"727,494.47", -   , -   ,"48,977.36","4,967.21","4,292.46",12.06,"1,563.89", -   ,10567,10346,4432,14017,2464,761,187,859,484,121,1820,8,1128,2,381,,,,,,
7,74,7403,Maule,Linares,Longavi,1453.37,-36.1109,-71.4412,2014,0,"14,595,594,724",0.21,"18,830.01","54,671.77","13,112.00",1,"3,325.00", -   ,"10,199.48",16.93,"58,175.76", -   , -   ,"18,466.69","1,516.62","1,464.66",27.13,72.5, -   ,15594,15551,6386,21186,3573,1123,368,1774,489,211,1506,18,970,1,0,4,981,254,0,1942,
7,74,7404,Maule,Linares,Parral,1638.81,-36.262,-71.646,2014,0,"17,166,262,037",0.3,"29,723.15","56,949.94","398,940.00",1,"13,953.00", -   ,"21,592.49",289.82,"425,808.04", -   , -   ,"43,156.99","4,091.19","3,692.07",32,904.5, -   ,21527,20816,9150,27909,5284,544,436,2584,2024,416,3417,36,1356,11,2208,95,3264,806,454,945,
7,74,7405,Maule,Linares,Retiro,827.42,-36.002,-71.8297,2014,0,"10,615,884,950",0.23,"14,495.19","20,775.46","5,314.00",1,"14,147.00", -   ,"4,968.82",13.37,"38,661.03", -   , -   ,"9,288.12",867.7,841.53,13.02,79.08, -   ,10144,10029,4165,13512,2496,866,273,1517,411,169,2496,10,1147,1,538,,,,,,
7,74,7406,Maule,Linares,San_Javier,1312.57,-35.6293,-71.9278,2014,0,"17,218,728,202",0.34,"28,487.91","32,628.64","11,530.00",3,"1,896.00", -   ,"8,458.10",24.1,"48,222.35", -   , -   ,"15,262.32","1,250.24","1,234.02",22.56,71.86, -   ,23325,22545,9744,30706,5420,168,398,2269,2275,367,4499,38,2026,9,3253,130,2761,388,569,173,
7,74,7407,Maule,Linares,Villa_Alegre,188.67,-35.6859,-71.6839,2014,0,"7,560,683,333",0.28,"16,444.49","10,794.38",163,1,"1,477.00", -   ,"3,667.47",2.83,"17,522.02", -   , -   ,"6,602.95",535.46,521.66,10.06,17.42, -   ,8397,8133,3349,11001,2180,650,165,704,281,123,1186,10,543,2,798,,,,,,
7,74,7408,Maule,Linares,Yerbas_Buenas,259.03,-35.69,-71.5446,2014,0,"8,641,635,323",0.3,"16,951.50","19,949.62",181,1,"1,197.00", -   ,"4,966.93",2.48,"22,944.96", -   , -   ,"8,914.95",719.21,699.15,13.62,18.82, -   ,9078,9012,3884,12270,1936,47,204,955,836,137,1399,2,107,3,762,,,,,,
8,81,8102,Biobío,Concepción,Coronel,281.27,-37.0069,-73.1254,2014,0,"45,923,071,896",0.2,"21,992.34","73,322.74","1,264.00",1,1, -   ,"15,678.77",6.94,"53,103.10", -   , -   ,"23,981.18","1,893.55","1,841.15",32.68,43.72, -   ,60816,58012,26653,81663,10512,4767,756,2921,1544,584,7160,90,5577,56,12792,19,8712,6406,1066,7119,
8,81,8104,Biobío,Concepción,Florida,605.89,-36.8223,-72.7177,2014,0,"5,914,338,876",0.32,"1,709.75","10,683.38","374,341.00",3,"2,258.00", -   ,"8,519.65",277.77,"358,144.19", -   , -   ,"17,513.55","1,917.68","1,774.74",4.25,843.29, -   ,5911,5770,2107,7830,1744,460,78,304,79,67,350,5,45,3,53,9,348,81,95,265,
8,81,8106,Biobío,Concepción,Lota,114.69,-37.1195,-73.1051,2014,0,"24,354,572,545",0.2, -   ,"45,738.60",510,4, -   , -   ,"7,521.53",2.85,"25,394.16", -   , -   ,"11,505.99",907.73,884.11,15.68,20.54, -   ,23673,22592,9483,31682,5100,2591,272,1151,821,157,1315,20,859,7,757,170,3630,811,653,4194,
8,81,8109,Biobío,Concepción,Santa_Juana,777.43,-37.2762,-72.9602,2014,0,"6,630,023,128",0.25,"3,953.14","10,145.87",637,2,768, -   ,"2,386.99",10.88,"8,800.06", -   , -   ,"3,695.12",300.5,289.6,4.83,18.02, -   ,7334,7071,3010,9494,1901,462,41,345,129,56,524,2,29,1,75,39,1023,117,152,63,
8,81,8110,Biobío,Concepción,Talcahuano,92.55,-36.7157,-73.0994,2014,0,"57,832,913,445",0.15,"43,373.73","77,143.97","4,994.00",5, -   , -   ,"19,907.49",10.51,"70,228.20", -   , -   ,"30,508.88","2,413.17","2,344.65",41.32,62.49, -   ,81146,77056,30990,110574,16638,3745,1002,4846,2776,1105,16211,158,9784,71,15673,539,10744,4981,1489,11796,
8,82,8201,Biobío,Arauco,Lebu,564.34,-37.6775,-73.5908,2014,0,"15,068,754,018",0.31,"15,054.57","31,160.33","2,247.00",5,697, -   ,"6,282.55",11.1,"29,744.58", -   , -   ,"11,271.21",913.23,891.1,17.06,33.06, -   ,13669,13088,6134,17991,2632,3206,108,755,143,148,505,6,1533,1,20,100,2979,419,507,282,
8,82,8202,Biobío,Arauco,Arauco,959.62,-37.2885,-73.3997,2014,0,"17,304,844,880",0.2,"6,453.37","24,576.65","316,364.00",4,"1,386.00", -   ,"10,436.37",221.93,"313,848.18", -   , -   ,"19,662.73","1,989.15","1,902.76",10.64,712.26, -   ,19293,18566,8410,25751,3698,1206,258,1266,523,260,2502,43,3495,11,4388,86,2532,319,396,184,
8,82,8203,Biobío,Arauco,Canete,1088.57,-37.8737,-73.3177,2014,0,"16,415,854,070",0.45,"7,176.99","31,694.22","54,171.00",6,"6,030.00", -   ,"6,241.68",65.61,"78,826.02", -   , -   ,"11,709.40","1,049.29","1,000.16",14.35,171.72, -   ,18335,17520,8506,23544,3805,878,200,1349,913,233,2213,25,933,5,212,85,3674,680,171,196,
8,82,8204,Biobío,Arauco,Contulmo,638.95,-38.0523,-73.212,2014,0,"3,969,855,151",0.28,738.42,"6,735.86","24,271.00",2,"6,162.00", -   ,"1,870.42",100.5,"31,393.14", -   , -   ,"3,667.19",377.46,360.4,2.76,137.41, -   ,3157,3076,1315,4111,807,192,28,216,50,32,278,3,54,0,0,35,844,72,34,51,
8,82,8205,Biobío,Arauco,Curanilahue,1002.76,-37.4832,-73.2343,2014,0,"17,558,386,619",0.18,"12,688.79","39,381.53","1,265.00",4,5, -   ,"7,012.43",4.49,"31,733.59", -   , -   ,"12,550.36","1,010.40",986.09,19.22,27.73, -   ,17099,16435,7446,22713,3375,2062,178,1053,426,206,1380,23,1261,5,623,99,1368,963,441,310,
8,82,8206,Biobío,Arauco,Los_Alamos,600.38,-37.6733,-73.3569,2014,0,"12,312,037,312",0.25,,,,,,,,,,,,,,,,,,11020,10572,5296,14237,2059,751,70,602,202,92,668,13,1557,4,137,36,2336,295,51,173,
8,82,8207,Biobío,Arauco,Tirua,626.54,-38.2971,-73.3944,2014,0,"7,140,086,676",0.37,"1,926.38","5,624.72","69,068.00",4,107, -   ,"2,007.75",48.51,"69,679.18", -   , -   ,"4,026.65",416.95,391.84,2.79,156.44, -   ,5455,5299,2715,7113,926,45,28,309,95,43,1001,6,37,0,0,2,35,22,0,90,
8,83,8301,Biobío,Biobío,Los_Angeles,1749.02,-37.4074,-72.3276,2014,0,"65,810,588,666",0.25,"55,359.70","162,650.90","100,743.00",2,"12,581.00", -   ,"25,847.17",112.86,"236,686.98", -   , -   ,"59,139.98","4,606.74","4,483.06",81.74,378.07, -   ,105521,101151,45904,140710,20058,6473,2096,7976,7460,2069,24875,296,16390,96,26051,857,20555,5251,2598,18042,
8,83,8302,Biobío,Biobío,Antuco,1957.43,-37.3277,-71.3667,2014,0,"3,592,283,901",0.33,966.47,"3,538.81","11,322.00",1,24, -   ,817.44,8.3,"13,151.43", -   , -   ,"1,554.69",137.08,152.63,1.66,29.05, -   ,2154,2072,840,2775,611,178,17,124,61,15,80,3,24,0,0,,,,,,
